id,station,line_number,line_name,dt,passenger_cnt
14184,Лефортово,1779.0,НЕКРАСОВСКАЯ,18.02.2024,19395.0
14185,Лесопарковая,1500.0,БУТОВСКАЯ ЛИНИЯ,18.02.2024,12752.0
14186,Лермонтовский проспект,16.0,Таганско-краснопресненская,18.02.2024,16497.0
14187,Ленинский Проспект,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,1609.0
14188,Кутузовская,1698.0,Московское центральное кольцо,18.02.2024,17977.0
14189,Кутузовская,13.0,ФИЛЁВСКАЯ,18.02.2024,12562.0
14190,Курская,12.0,Арбатско-Покровская,18.02.2024,4805.0
14191,Курская,609.0,КОЛЬЦЕВАЯ,18.02.2024,4214.0
14192,Кунцевская,12.0,Арбатско-Покровская,18.02.2024,19481.0
14193,Кунцевская,1749.0,Большая кольцевая линия,18.02.2024,15201.0
14194,Кунцевская,13.0,ФИЛЁВСКАЯ,18.02.2024,3729.0
14195,Кузьминки,16.0,Таганско-краснопресненская,18.02.2024,12904.0
14196,Кузнецкий мост,16.0,Таганско-краснопресненская,18.02.2024,5847.0
14197,Крымская,1698.0,Московское центральное кольцо,18.02.2024,4462.0
14198,Крылатское,12.0,Арбатско-Покровская,18.02.2024,6041.0
14199,Кропоткинская,8.0,СОКОЛЬНИЧЕСКАЯ,18.02.2024,12660.0
14200,Крестьянская застава,18.0,ЛЮБЛИНСКАЯ,18.02.2024,11583.0
14201,Красные ворота,8.0,СОКОЛЬНИЧЕСКАЯ,18.02.2024,16713.0
14202,Красносельская,8.0,СОКОЛЬНИЧЕСКАЯ,18.02.2024,4949.0
14203,Краснопресненская,609.0,КОЛЬЦЕВАЯ,18.02.2024,6357.0
14204,Красногвардейская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,6001.0
14205,Котельники,16.0,Таганско-краснопресненская,18.02.2024,17418.0
14206,Косино,1779.0,НЕКРАСОВСКАЯ,18.02.2024,19494.0
14207,Коптево,1698.0,Московское центральное кольцо,18.02.2024,1276.0
14208,Коньково,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,8030.0
14209,Комсомольская,8.0,СОКОЛЬНИЧЕСКАЯ,18.02.2024,16260.0
14210,Комсомольская,609.0,КОЛЬЦЕВАЯ,18.02.2024,12086.0
14211,Коммунарка,8.0,СОКОЛЬНИЧЕСКАЯ,18.02.2024,3910.0
14212,Коломенская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,8983.0
14213,Кожуховская,18.0,ЛЮБЛИНСКАЯ,18.02.2024,5661.0
14214,Кленовый бульвар,1749.0,Большая кольцевая линия,18.02.2024,10149.0
14215,Китай-город,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,17721.0
14216,Китай-город,16.0,Таганско-краснопресненская,18.02.2024,12639.0
14217,Киевская,13.0,ФИЛЁВСКАЯ,18.02.2024,7742.0
14218,Киевская,12.0,Арбатско-Покровская,18.02.2024,19790.0
14219,Киевская,609.0,КОЛЬЦЕВАЯ,18.02.2024,1382.0
14220,Каширская,1749.0,Большая кольцевая линия,18.02.2024,19228.0
14221,Каширская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,11773.0
14222,Каширская,11.0,КАХОВСКАЯ,18.02.2024,11005.0
14223,Каховская,11.0,КАХОВСКАЯ,18.02.2024,18195.0
14224,Каховская,1749.0,Большая кольцевая линия,18.02.2024,3879.0
14225,Кантемировская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,16704.0
14226,Калужская,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,5230.0
14227,К,1749.0,Большая кольцевая линия,18.02.2024,11770.0
14228,Измайловская,12.0,Арбатско-Покровская,18.02.2024,9340.0
14229,Измайлово,1698.0,Московское центральное кольцо,18.02.2024,11851.0
14230,Зябликово,18.0,ЛЮБЛИНСКАЯ,18.02.2024,10001.0
14231,Зюзино,1749.0,Большая кольцевая линия,18.02.2024,6656.0
14232,Зорге,1698.0,Московское центральное кольцо,18.02.2024,6222.0
14233,ЗИЛ,1698.0,Московское центральное кольцо,18.02.2024,3200.0
14234,Жулебино,16.0,Таганско-краснопресненская,18.02.2024,4402.0
14235,Дубровка,18.0,ЛЮБЛИНСКАЯ,18.02.2024,10630.0
14236,Дубровка,1698.0,Московское центральное кольцо,18.02.2024,3781.0
14237,Достоевская,18.0,ЛЮБЛИНСКАЯ,18.02.2024,8520.0
14238,Домодедовская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,15010.0
14239,Добрынинская,609.0,КОЛЬЦЕВАЯ,18.02.2024,16306.0
14240,Дмитровская,17.0,Серпуховско-Тимирязевская,18.02.2024,13560.0
14241,Динамо,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,14119.0
14242,Деловой центр,1749.0,Большая кольцевая линия,18.02.2024,19565.0
14243,Деловой центр,1691.0,Солнцевская,18.02.2024,2198.0
14244,Давыдково,1749.0,Большая кольцевая линия,18.02.2024,4886.0
14245,Говорово,1691.0,Солнцевская,18.02.2024,3865.0
14246,Выхино,16.0,Таганско-краснопресненская,18.02.2024,18951.0
14247,Воронцовская,1749.0,Большая кольцевая линия,18.02.2024,18310.0
14248,Воробьёвы горы,8.0,СОКОЛЬНИЧЕСКАЯ,18.02.2024,14766.0
14249,Волоколамская,12.0,Арбатско-Покровская,18.02.2024,4210.0
14250,Волжская,18.0,ЛЮБЛИНСКАЯ,18.02.2024,19375.0
14251,Волгоградский проспект,16.0,Таганско-краснопресненская,18.02.2024,15476.0
14252,Войковская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,6219.0
14253,Водный Стадион,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,6866.0
14254,Владыкино,17.0,Серпуховско-Тимирязевская,18.02.2024,8033.0
14255,Владыкино,1698.0,Московское центральное кольцо,18.02.2024,11695.0
14256,Верхние Лихоборы,18.0,ЛЮБЛИНСКАЯ,18.02.2024,3423.0
14257,Верхние Котлы,1698.0,Московское центральное кольцо,18.02.2024,17809.0
14258,ВДНХ,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,1369.0
14259,Варшавская,11.0,КАХОВСКАЯ,18.02.2024,6646.0
14260,Варшавская,1749.0,Большая кольцевая линия,18.02.2024,4505.0
14261,Бутырская,14.0,КАЛИНИНСКАЯ,18.02.2024,17819.0
14262,Бутырская,18.0,ЛЮБЛИНСКАЯ,18.02.2024,7008.0
14263,Бунинская аллея,1500.0,БУТОВСКАЯ ЛИНИЯ,18.02.2024,2370.0
14264,Бульвар Рокоссовского,8.0,СОКОЛЬНИЧЕСКАЯ,18.02.2024,18150.0
14265,Бульвар Рокоссовского,1698.0,Московское центральное кольцо,18.02.2024,16137.0
14266,Бульвар Дмитрия Донского,17.0,Серпуховско-Тимирязевская,18.02.2024,15330.0
14267,Бульвар Адмирала Ушакова,1500.0,БУТОВСКАЯ ЛИНИЯ,18.02.2024,14425.0
14268,Братиславская,18.0,ЛЮБЛИНСКАЯ,18.02.2024,2554.0
14269,Ботанический сад,1698.0,Московское центральное кольцо,18.02.2024,7031.0
14270,Ботанический сад,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,7847.0
14271,Боровское шоссе,1691.0,Солнцевская,18.02.2024,1326.0
14272,Боровицкая,17.0,Серпуховско-Тимирязевская,18.02.2024,8095.0
14273,Борисово,18.0,ЛЮБЛИНСКАЯ,18.02.2024,15023.0
14274,Битцевский парк,1500.0,БУТОВСКАЯ ЛИНИЯ,18.02.2024,13057.0
14275,Библиотека имени Ленина,8.0,СОКОЛЬНИЧЕСКАЯ,18.02.2024,5882.0
14276,Бибирево,17.0,Серпуховско-Тимирязевская,18.02.2024,7703.0
14277,Беляево,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,5600.0
14278,Белорусская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,9667.0
14279,Белорусская,609.0,КОЛЬЦЕВАЯ,18.02.2024,11769.0
14280,Беломорская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,4709.0
14281,Белокаменная,1698.0,Московское центральное кольцо,18.02.2024,12529.0
14282,Беговая,16.0,Таганско-краснопресненская,18.02.2024,5988.0
14283,Бауманская,12.0,Арбатско-Покровская,18.02.2024,4747.0
14284,Баррикадная,16.0,Таганско-краснопресненская,18.02.2024,16200.0
14285,Балтийская,1698.0,Московское центральное кольцо,18.02.2024,13086.0
14286,Багратионовская,13.0,ФИЛЁВСКАЯ,18.02.2024,8084.0
14287,Бабушкинская,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,4380.0
14288,Аэропорт Внуково,1691.0,Солнцевская,18.02.2024,14820.0
14289,Аэропорт,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,6655.0
14290,Арбатская,12.0,Арбатско-Покровская,18.02.2024,18919.0
14291,Арбатская,13.0,ФИЛЁВСКАЯ,18.02.2024,7450.0
14292,Аннино,17.0,Серпуховско-Тимирязевская,18.02.2024,10931.0
14293,Андроновка,1698.0,Московское центральное кольцо,18.02.2024,2009.0
14294,Аминьевская,1749.0,Большая кольцевая линия,18.02.2024,9727.0
14295,Алтуфьево,17.0,Серпуховско-Тимирязевская,18.02.2024,6294.0
14296,Алма-Атинская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,1949.0
14297,Алексеевская,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,7253.0
14298,Александровский сад,13.0,ФИЛЁВСКАЯ,18.02.2024,19234.0
14299,Академическая,15.0,КАЛУЖСКО-РИЖСКАЯ,18.02.2024,12937.0
14300,Административная,609.0,КОЛЬЦЕВАЯ,18.02.2024,17371.0
14301,Автозаводская,1698.0,Московское центральное кольцо,18.02.2024,14066.0
14302,Автозаводская,9.0,ЗАМОСКВОРЕЦКАЯ,18.02.2024,9499.0
14303,Авиамоторная,1749.0,Большая кольцевая линия,18.02.2024,19830.0
14304,Авиамоторная,1779.0,НЕКРАСОВСКАЯ,18.02.2024,18693.0
14305,Авиамоторная,14.0,КАЛИНИНСКАЯ,18.02.2024,16790.0
14306,Яхромская,18.0,ЛЮБЛИНСКАЯ,17.02.2024,10469.0
14307,Ясенево,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,2242.0
14308,Южная,17.0,Серпуховско-Тимирязевская,17.02.2024,8703.0
14309,Юго-Западная,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,5611.0
14310,Юго-Восточная,1779.0,НЕКРАСОВСКАЯ,17.02.2024,9887.0
14311,Электрозаводская,12.0,Арбатско-Покровская,17.02.2024,3024.0
14312,Электрозаводская,1749.0,Большая кольцевая линия,17.02.2024,15943.0
14313,Электрозаводская,1779.0,НЕКРАСОВСКАЯ,17.02.2024,9326.0
14314,Щукинская,16.0,Таганско-краснопресненская,17.02.2024,12424.0
14315,Щёлковская,12.0,Арбатско-Покровская,17.02.2024,19619.0
14316,Шоссе Энтузиастов,14.0,КАЛИНИНСКАЯ,17.02.2024,3684.0
14317,Шоссе Энтузиастов,1698.0,Московское центральное кольцо,17.02.2024,5543.0
14318,Шипиловская,18.0,ЛЮБЛИНСКАЯ,17.02.2024,14343.0
14319,Шелепиха,1749.0,Большая кольцевая линия,17.02.2024,2472.0
14320,Шелепиха,1698.0,Московское центральное кольцо,17.02.2024,17460.0
14321,Шелепиха,1691.0,Солнцевская,17.02.2024,5144.0
14322,Шаболовская,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,13440.0
14323,Чкаловская,18.0,ЛЮБЛИНСКАЯ,17.02.2024,6301.0
14324,Чистые пруды,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,2481.0
14325,Чеховская,17.0,Серпуховско-Тимирязевская,17.02.2024,9018.0
14326,Чертановская,17.0,Серпуховско-Тимирязевская,17.02.2024,12135.0
14327,Черкизовская,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,15248.0
14328,ЦСКА,1749.0,Большая кольцевая линия,17.02.2024,16030.0
14329,ЦСКА,1691.0,Солнцевская,17.02.2024,16705.0
14330,Цветной Бульвар,17.0,Серпуховско-Тимирязевская,17.02.2024,19072.0
14331,Царицыно,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,2816.0
14332,Хорошёвская,1749.0,Большая кольцевая линия,17.02.2024,12647.0
14333,Хорошёвская,1691.0,Солнцевская,17.02.2024,13358.0
14334,Хорошёво,1698.0,Московское центральное кольцо,17.02.2024,2669.0
14335,Ховрино,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,13463.0
14336,Фрунзенская,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,16760.0
14337,Фонвизинская,14.0,КАЛИНИНСКАЯ,17.02.2024,7314.0
14338,Фонвизинская,18.0,ЛЮБЛИНСКАЯ,17.02.2024,11208.0
14339,Фили,13.0,ФИЛЁВСКАЯ,17.02.2024,14955.0
14340,Филёвский парк,13.0,ФИЛЁВСКАЯ,17.02.2024,12138.0
14341,Филатов луг,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,8634.0
14342,Физтех,18.0,ЛЮБЛИНСКАЯ,17.02.2024,16768.0
14343,Университет,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,2576.0
14344,Улица Скобелевская,1500.0,БУТОВСКАЯ ЛИНИЯ,17.02.2024,3908.0
14345,Улица Дмитриевского,1779.0,НЕКРАСОВСКАЯ,17.02.2024,1231.0
14346,Улица Горчакова,1500.0,БУТОВСКАЯ ЛИНИЯ,17.02.2024,19010.0
14347,Улица Академика Янгеля,17.0,Серпуховско-Тимирязевская,17.02.2024,1291.0
14348,Улица 1905 года,16.0,Таганско-краснопресненская,17.02.2024,6776.0
14349,Угрешская,1698.0,Московское центральное кольцо,17.02.2024,18195.0
14350,Тушинская,16.0,Таганско-краснопресненская,17.02.2024,7744.0
14351,Тургеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,2451.0
14352,Тульская,17.0,Серпуховско-Тимирязевская,17.02.2024,17770.0
14353,Трубная,18.0,ЛЮБЛИНСКАЯ,17.02.2024,16950.0
14354,Тропарёво,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,12791.0
14355,Третьяковская,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,18565.0
14356,Третьяковская,14.0,КАЛИНИНСКАЯ,17.02.2024,16235.0
14357,ТПУ Рязанская,1779.0,НЕКРАСОВСКАЯ,17.02.2024,9554.0
14358,Тимирязевская,17.0,Серпуховско-Тимирязевская,17.02.2024,14611.0
14359,Технопарк,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,10393.0
14360,Терехово,1749.0,Большая кольцевая линия,17.02.2024,18470.0
14361,Тёплый стан,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,16931.0
14362,Текстильщики,1749.0,Большая кольцевая линия,17.02.2024,6285.0
14363,Текстильщики,16.0,Таганско-краснопресненская,17.02.2024,18196.0
14364,Театральная,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,3606.0
14365,Тверская,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,14544.0
14366,Таганская,609.0,КОЛЬЦЕВАЯ,17.02.2024,16957.0
14367,Таганская,16.0,Таганско-краснопресненская,17.02.2024,5387.0
14368,Сходненская,16.0,Таганско-краснопресненская,17.02.2024,3952.0
14369,Сухаревская,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,14574.0
14370,Студенческая,13.0,ФИЛЁВСКАЯ,17.02.2024,6815.0
14371,Строгино,12.0,Арбатско-Покровская,17.02.2024,11948.0
14372,Стрешнево,1698.0,Московское центральное кольцо,17.02.2024,17466.0
14373,Стенд,609.0,КОЛЬЦЕВАЯ,17.02.2024,13585.0
14374,Стахановская,1779.0,НЕКРАСОВСКАЯ,17.02.2024,16421.0
14375,Старокачаловская,1500.0,БУТОВСКАЯ ЛИНИЯ,17.02.2024,9773.0
14376,Сретенский Бульвар,18.0,ЛЮБЛИНСКАЯ,17.02.2024,15087.0
14377,Спортивная,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,18412.0
14378,Спартак,16.0,Таганско-краснопресненская,17.02.2024,13958.0
14379,Солнцево,1691.0,Солнцевская,17.02.2024,3404.0
14380,Сокольники,1749.0,Большая кольцевая линия,17.02.2024,1783.0
14381,Сокольники,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,10608.0
14382,Соколиная Гора,1698.0,Московское центральное кольцо,17.02.2024,3692.0
14383,Сокол,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,12207.0
14384,Смоленская,12.0,Арбатско-Покровская,17.02.2024,19320.0
14385,Смоленская,13.0,ФИЛЁВСКАЯ,17.02.2024,6732.0
14386,Славянский бульвар,12.0,Арбатско-Покровская,17.02.2024,11725.0
14387,Серпуховская,17.0,Серпуховско-Тимирязевская,17.02.2024,8511.0
14388,Семёновская,12.0,Арбатско-Покровская,17.02.2024,8600.0
14389,Селигерская,18.0,ЛЮБЛИНСКАЯ,17.02.2024,18036.0
14390,Севастопольская,17.0,Серпуховско-Тимирязевская,17.02.2024,4831.0
14391,Свиблово,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,4675.0
14392,Саларьево,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,19130.0
14393,Савёловская,1749.0,Большая кольцевая линия,17.02.2024,11635.0
14394,Савёловская,17.0,Серпуховско-Тимирязевская,17.02.2024,8668.0
14395,Рязанский Проспект,16.0,Таганско-краснопресненская,17.02.2024,11303.0
14396,Румянцево,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,19698.0
14397,Ростокино,1698.0,Московское центральное кольцо,17.02.2024,1812.0
14398,Римская,18.0,ЛЮБЛИНСКАЯ,17.02.2024,17767.0
14399,Рижская,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,3681.0
14400,Рижская,1749.0,Большая кольцевая линия,17.02.2024,18463.0
14401,Речной вокзал,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,11680.0
14402,Рассказовка,1691.0,Солнцевская,17.02.2024,6104.0
14403,Раменки,14.0,КАЛИНИНСКАЯ,17.02.2024,8796.0
14404,Раменки,1691.0,Солнцевская,17.02.2024,19618.0
14405,Пятницкое шоссе,12.0,Арбатско-Покровская,17.02.2024,18010.0
14406,Пыхтино,1691.0,Солнцевская,17.02.2024,16606.0
14407,Пушкинская,16.0,Таганско-краснопресненская,17.02.2024,4141.0
14408,Профсоюзная,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,10866.0
14409,Проспект Мира,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,17877.0
14410,Проспект Мира,609.0,КОЛЬЦЕВАЯ,17.02.2024,19725.0
14411,Проспект Вернадского,1749.0,Большая кольцевая линия,17.02.2024,8336.0
14412,Проспект Вернадского,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,1846.0
14413,Пролетарская,16.0,Таганско-краснопресненская,17.02.2024,3225.0
14414,Прокшино,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,4817.0
14415,Преображенская площадь,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,4526.0
14416,Пражская,17.0,Серпуховско-Тимирязевская,17.02.2024,19462.0
14417,Полянка,17.0,Серпуховско-Тимирязевская,17.02.2024,11212.0
14418,Полежаевская,16.0,Таганско-краснопресненская,17.02.2024,13405.0
14419,Площадь Революции,12.0,Арбатско-Покровская,17.02.2024,3971.0
14420,Площадь Ильича,14.0,КАЛИНИНСКАЯ,17.02.2024,5165.0
14421,Площадь Гагарина,1698.0,Московское центральное кольцо,17.02.2024,19837.0
14422,Планерная,16.0,Таганско-краснопресненская,17.02.2024,8187.0
14423,Пионерская,13.0,ФИЛЁВСКАЯ,17.02.2024,8285.0
14424,Печатники,1749.0,Большая кольцевая линия,17.02.2024,4994.0
14425,Печатники,18.0,ЛЮБЛИНСКАЯ,17.02.2024,7981.0
14426,Петровско-Разумовская,17.0,Серпуховско-Тимирязевская,17.02.2024,8320.0
14427,Петровско-Разумовская,18.0,ЛЮБЛИНСКАЯ,17.02.2024,5947.0
14428,Петровский парк,1691.0,Солнцевская,17.02.2024,7503.0
14429,Петровский парк,1749.0,Большая кольцевая линия,17.02.2024,1695.0
14430,Перово,14.0,КАЛИНИНСКАЯ,17.02.2024,1494.0
14431,Первомайская,12.0,Арбатско-Покровская,17.02.2024,11571.0
14432,Партизанская,12.0,Арбатско-Покровская,17.02.2024,8011.0
14433,Парк Победы,12.0,Арбатско-Покровская,17.02.2024,1990.0
14434,Парк Победы,1691.0,Солнцевская,17.02.2024,13838.0
14435,Парк культуры,609.0,КОЛЬЦЕВАЯ,17.02.2024,12181.0
14436,Парк культуры,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,15932.0
14437,Панфиловская,1698.0,Московское центральное кольцо,17.02.2024,10021.0
14438,Павелецкая,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,10771.0
14439,Павелецкая,609.0,КОЛЬЦЕВАЯ,17.02.2024,11354.0
14440,Охотный ряд,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,12622.0
14441,Отрадное,17.0,Серпуховско-Тимирязевская,17.02.2024,9198.0
14442,Орехово,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,7727.0
14443,Ольховая,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,1022.0
14444,Октябрьское поле,16.0,Таганско-краснопресненская,17.02.2024,11686.0
14445,Октябрьская,609.0,КОЛЬЦЕВАЯ,17.02.2024,2531.0
14446,Октябрьская,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,2798.0
14447,Окская,1779.0,НЕКРАСОВСКАЯ,17.02.2024,11471.0
14448,Окружная,18.0,ЛЮБЛИНСКАЯ,17.02.2024,6445.0
14449,Окружная,1698.0,Московское центральное кольцо,17.02.2024,1749.0
14450,Озёрная,1691.0,Солнцевская,17.02.2024,13820.0
14451,Новые Черёмушки,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,8861.0
14452,Новоясеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,3214.0
14453,Новохохловская,1698.0,Московское центральное кольцо,17.02.2024,10728.0
14454,Новослободская,609.0,КОЛЬЦЕВАЯ,17.02.2024,11181.0
14455,Новопеределкино,1691.0,Солнцевская,17.02.2024,12626.0
14456,Новокузнецкая,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,13358.0
14457,Новокосино,14.0,КАЛИНИНСКАЯ,17.02.2024,11440.0
14458,Новогиреево,14.0,КАЛИНИНСКАЯ,17.02.2024,18549.0
14459,Новаторская,1749.0,Большая кольцевая линия,17.02.2024,15647.0
14460,Нижегородская,1698.0,Московское центральное кольцо,17.02.2024,12870.0
14461,Нижегородская,1749.0,Большая кольцевая линия,17.02.2024,13647.0
14462,Нижегородская,1779.0,НЕКРАСОВСКАЯ,17.02.2024,9051.0
14463,Некрасовка,1779.0,НЕКРАСОВСКАЯ,17.02.2024,5264.0
14464,Нахимовский Проспект,17.0,Серпуховско-Тимирязевская,17.02.2024,13864.0
14465,Народное Ополчение,1749.0,Большая кольцевая линия,17.02.2024,4701.0
14466,Нагорная,17.0,Серпуховско-Тимирязевская,17.02.2024,10133.0
14467,Нагатинский затон,1749.0,Большая кольцевая линия,17.02.2024,13380.0
14468,Нагатинская,17.0,Серпуховско-Тимирязевская,17.02.2024,18459.0
14469,Мякинино,12.0,Арбатско-Покровская,17.02.2024,8614.0
14470,Москва-Сити,1698.0,Московское центральное кольцо,17.02.2024,16557.0
14471,Молодёжная,12.0,Арбатско-Покровская,17.02.2024,4384.0
14472,Мнёвники,1749.0,Большая кольцевая линия,17.02.2024,3979.0
14473,Мичуринский проспект,1749.0,Большая кольцевая линия,17.02.2024,19199.0
14474,Мичуринский проспект,1691.0,Солнцевская,17.02.2024,14198.0
14475,Митино,12.0,Арбатско-Покровская,17.02.2024,7154.0
14476,Минская,14.0,КАЛИНИНСКАЯ,17.02.2024,1082.0
14477,Минская,1691.0,Солнцевская,17.02.2024,8600.0
14478,Менделеевская,17.0,Серпуховско-Тимирязевская,17.02.2024,18622.0
14479,Медведково,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,13250.0
14480,Маяковская,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,5785.0
14481,Марьино,18.0,ЛЮБЛИНСКАЯ,17.02.2024,15504.0
14482,Марьина Роща,1749.0,Большая кольцевая линия,17.02.2024,7043.0
14483,Марьина Роща,18.0,ЛЮБЛИНСКАЯ,17.02.2024,3712.0
14484,Марксистская,14.0,КАЛИНИНСКАЯ,17.02.2024,17085.0
14485,Люблино,18.0,ЛЮБЛИНСКАЯ,17.02.2024,9093.0
14486,Лухмановская,1779.0,НЕКРАСОВСКАЯ,17.02.2024,2449.0
14487,Лужники,1698.0,Московское центральное кольцо,17.02.2024,17320.0
14488,Лубянка,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,6117.0
14489,Ломоносовский проспект,14.0,КАЛИНИНСКАЯ,17.02.2024,10988.0
14490,Ломоносовский проспект,1691.0,Солнцевская,17.02.2024,19180.0
14491,Локомотив,1698.0,Московское центральное кольцо,17.02.2024,18568.0
14492,Лихоборы,1698.0,Московское центральное кольцо,17.02.2024,3445.0
14493,Лианозово,18.0,ЛЮБЛИНСКАЯ,17.02.2024,13853.0
14494,Лефортово,1749.0,Большая кольцевая линия,17.02.2024,5263.0
14495,Лефортово,1779.0,НЕКРАСОВСКАЯ,17.02.2024,17749.0
14496,Лесопарковая,1500.0,БУТОВСКАЯ ЛИНИЯ,17.02.2024,4965.0
14497,Лермонтовский проспект,16.0,Таганско-краснопресненская,17.02.2024,5368.0
14498,Ленинский Проспект,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,17211.0
14499,Кутузовская,1698.0,Московское центральное кольцо,17.02.2024,17606.0
14500,Кутузовская,13.0,ФИЛЁВСКАЯ,17.02.2024,7126.0
14501,Курская,12.0,Арбатско-Покровская,17.02.2024,3932.0
14502,Курская,609.0,КОЛЬЦЕВАЯ,17.02.2024,12437.0
14503,Кунцевская,12.0,Арбатско-Покровская,17.02.2024,15618.0
14504,Кунцевская,1749.0,Большая кольцевая линия,17.02.2024,6212.0
14505,Кунцевская,13.0,ФИЛЁВСКАЯ,17.02.2024,17546.0
14506,Кузьминки,16.0,Таганско-краснопресненская,17.02.2024,18179.0
14507,Кузнецкий мост,16.0,Таганско-краснопресненская,17.02.2024,3326.0
14508,Крымская,1698.0,Московское центральное кольцо,17.02.2024,19450.0
14509,Крылатское,12.0,Арбатско-Покровская,17.02.2024,6140.0
14510,Кропоткинская,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,7850.0
14511,Крестьянская застава,18.0,ЛЮБЛИНСКАЯ,17.02.2024,7770.0
14512,Красные ворота,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,11863.0
14513,Красносельская,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,9723.0
14514,Краснопресненская,609.0,КОЛЬЦЕВАЯ,17.02.2024,16127.0
14515,Красногвардейская,9.0,ЗАМОСКВОРЕЦКАЯ,17.02.2024,7837.0
14516,Котельники,16.0,Таганско-краснопресненская,17.02.2024,17600.0
14517,Косино,1779.0,НЕКРАСОВСКАЯ,17.02.2024,1545.0
14518,Коптево,1698.0,Московское центральное кольцо,17.02.2024,10844.0
14519,Коньково,15.0,КАЛУЖСКО-РИЖСКАЯ,17.02.2024,16177.0
14520,Комсомольская,8.0,СОКОЛЬНИЧЕСКАЯ,17.02.2024,11070.0
